Call Number,Timestamp,Time Taken (seconds)
1,2024-10-23 11:41:05.944646,0.029176950454711914
2,2024-10-23 11:41:05.973913,0.031575918197631836
3,2024-10-23 11:41:06.005573,0.03286004066467285
4,2024-10-23 11:41:06.038538,0.030961036682128906
5,2024-10-23 11:41:06.069577,0.03306698799133301
6,2024-10-23 11:41:06.102747,0.032495737075805664
7,2024-10-23 11:41:06.135341,0.03125810623168945
8,2024-10-23 11:41:06.166700,0.03096914291381836
9,2024-10-23 11:41:06.197743,0.028126955032348633
10,2024-10-23 11:41:06.225953,0.028584957122802734
11,2024-10-23 11:41:06.254629,0.032881975173950195
12,2024-10-23 11:41:06.287593,0.03098297119140625
13,2024-10-23 11:41:06.318652,0.03131699562072754
14,2024-10-23 11:41:06.350071,0.030054092407226562
15,2024-10-23 11:41:06.380191,0.030580997467041016
16,2024-10-23 11:41:06.410876,0.03140091896057129
17,2024-10-23 11:41:06.442369,0.03207111358642578
18,2024-10-23 11:41:06.474553,0.030508041381835938
19,2024-10-23 11:41:06.505137,0.029299020767211914
20,2024-10-23 11:41:06.534551,0.03726792335510254
21,2024-10-23 11:41:06.571871,0.03034806251525879
22,2024-10-23 11:41:06.602266,0.028572797775268555
23,2024-10-23 11:41:06.630913,0.03133106231689453
24,2024-10-23 11:41:06.662304,0.030676841735839844
25,2024-10-23 11:41:06.693048,0.03008413314819336
26,2024-10-23 11:41:06.723206,0.03215384483337402
27,2024-10-23 11:41:06.755471,0.03080296516418457
28,2024-10-23 11:41:06.786346,0.030119895935058594
29,2024-10-23 11:41:06.816560,0.03081798553466797
30,2024-10-23 11:41:06.847459,0.031905174255371094
31,2024-10-23 11:41:06.879447,0.02999711036682129
32,2024-10-23 11:41:06.909519,0.03189897537231445
33,2024-10-23 11:41:06.941499,0.029877901077270508
34,2024-10-23 11:41:06.971445,0.029806137084960938
35,2024-10-23 11:41:07.001328,0.031672000885009766
36,2024-10-23 11:41:07.033076,0.033341169357299805
37,2024-10-23 11:41:07.066516,0.032096147537231445
38,2024-10-23 11:41:07.098682,0.029528141021728516
39,2024-10-23 11:41:07.128324,0.030294179916381836
40,2024-10-23 11:41:07.158690,0.03085803985595703
41,2024-10-23 11:41:07.189668,0.032176971435546875
42,2024-10-23 11:41:07.221950,0.03139495849609375
43,2024-10-23 11:41:07.253416,0.02950906753540039
44,2024-10-23 11:41:07.282997,0.03020000457763672
45,2024-10-23 11:41:07.313282,0.030930042266845703
46,2024-10-23 11:41:07.344279,0.03176593780517578
47,2024-10-23 11:41:07.376147,0.030951738357543945
48,2024-10-23 11:41:07.407179,0.030971050262451172
49,2024-10-23 11:41:07.438256,0.030279874801635742
50,2024-10-23 11:41:07.468600,0.030794858932495117
51,2024-10-23 11:41:07.499478,0.03001999855041504
52,2024-10-23 11:41:07.529581,0.029325246810913086
53,2024-10-23 11:41:07.559012,0.0320279598236084
54,2024-10-23 11:41:07.591113,0.03144216537475586
55,2024-10-23 11:41:07.622653,0.031033754348754883
56,2024-10-23 11:41:07.653754,0.03307604789733887
57,2024-10-23 11:41:07.686926,0.09839510917663574
58,2024-10-23 11:41:07.785425,0.0309598445892334
59,2024-10-23 11:41:07.816478,0.03263092041015625
60,2024-10-23 11:41:07.849219,0.032911062240600586
61,2024-10-23 11:41:07.882199,0.032729148864746094
62,2024-10-23 11:41:07.915023,0.030601024627685547
63,2024-10-23 11:41:07.945700,0.034750938415527344
64,2024-10-23 11:41:07.980534,0.030646085739135742
65,2024-10-23 11:41:08.011253,0.03171801567077637
66,2024-10-23 11:41:08.043082,0.03140711784362793
67,2024-10-23 11:41:08.074556,0.030462980270385742
68,2024-10-23 11:41:08.105119,0.03034806251525879
69,2024-10-23 11:41:08.135530,0.03476309776306152
70,2024-10-23 11:41:08.170375,0.031098127365112305
71,2024-10-23 11:41:08.201539,0.03436994552612305
72,2024-10-23 11:41:08.236016,0.032124996185302734
73,2024-10-23 11:41:08.268219,0.03058481216430664
74,2024-10-23 11:41:08.298897,0.031906843185424805
75,2024-10-23 11:41:08.330874,0.039682865142822266
76,2024-10-23 11:41:08.370661,0.030984878540039062
77,2024-10-23 11:41:08.401727,0.029192209243774414
78,2024-10-23 11:41:08.431032,0.031217336654663086
79,2024-10-23 11:41:08.462325,0.030931949615478516
80,2024-10-23 11:41:08.493353,0.031049013137817383
81,2024-10-23 11:41:08.524484,0.0307309627532959
82,2024-10-23 11:41:08.555299,0.030167102813720703
83,2024-10-23 11:41:08.585535,0.034728288650512695
84,2024-10-23 11:41:08.620343,0.030114173889160156
85,2024-10-23 11:41:08.650557,0.03387880325317383
86,2024-10-23 11:41:08.684616,0.03239274024963379
87,2024-10-23 11:41:08.717096,0.031768798828125
88,2024-10-23 11:41:08.748971,0.03021693229675293
89,2024-10-23 11:41:08.779276,0.04104804992675781
90,2024-10-23 11:41:08.820423,0.03110194206237793
91,2024-10-23 11:41:08.851613,0.045275211334228516
92,2024-10-23 11:41:08.896958,0.02985215187072754
93,2024-10-23 11:41:08.926885,0.030204057693481445
94,2024-10-23 11:41:08.957197,0.030673742294311523
95,2024-10-23 11:41:08.987946,0.030115127563476562
96,2024-10-23 11:41:09.018131,0.03155207633972168
97,2024-10-23 11:41:09.049787,0.030499935150146484
98,2024-10-23 11:41:09.080398,0.030254125595092773
99,2024-10-23 11:41:09.110722,0.0324559211730957
100,2024-10-23 11:41:09.143260,0.03050971031188965
